CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,NIVEL_DE_FORMACIÓN,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,NIVEL_DE_FORMACIÓN EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT
"1707,1707,fundacion universidad de bogota jorge tadeo lozano,51720,especializacion en logistica comercial nacional e internacional,administracion de empresas y derecho,Especialización universitaria,narino,pasto,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1707,1707,fundacion universidad de bogota jorge tadeo lozano,17858,especializacion en logistica comercial nacional e internacional,administracion de empresas y derecho,Especialización universitaria,norte de santander,san jose de cucuta,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1713,1713,universidad del norte,4927,especializacion en logistica del transporte internacional de mercancias,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1713,1713,universidad del norte,11504,especializacion en logistica empresarial,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1713,1713,universidad del norte,51604,especializacion en logistica empresarial,ingenieria industria y construccion,Especialización universitaria,cordoba,monteria,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1718,1724,universidad de san buenaventura,53783,especializacion en logistica del comercio internacional,administracion de empresas y derecho,Especialización universitaria,bolivar,cartagena de indias,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1725,1725,fundacion universidad autonoma de colombia fuac,9779,especializacion en gestion de mercadeo y logistica agricola,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1815,1815,corporacion universidad piloto de colombia,54818,especializacion en gerencia logistica de redes de negocios,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1815,1815,corporacion universidad piloto de colombia,12815,especializacion en logistica comercial nacional e internacional,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1815,1815,corporacion universidad piloto de colombia,3452,especializacion en logistica comercial nacional e internacional,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1823,1823,universidad autonoma de bucaramanga unab,53628,especializacion en gestion logistica integral,ingenieria industria y construccion,Especialización universitaria,santander,bucaramanga,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1832,1832,universidad tecnologica de bolivar,20244,especializacion en logistica del transporte internacional de mercancias,ingenieria industria y construccion,Especialización universitaria,bolivar,cartagena de indias,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2713,2713,fundacion universitaria los libertadores,103218,especializacion en logistica internacional,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2713,2713,fundacion universitaria los libertadores,8628,especializacion en gestion logistica internacional,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2713,2713,fundacion universitaria los libertadores,111209,especializacion en logistica y gestion de la cadena de suministro,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2728,2728,fundacion universitaria del area andina,5684,especializacion en logistica empresarial,ingenieria industria y construccion,Especialización universitaria,tolima,ibague,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2728,2728,fundacion universitaria del area andina,4377,especializacion en logistica empresarial,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2728,2728,fundacion universitaria del area andina,13621,especializacion en logistica empresarial,ingenieria industria y construccion,Especialización universitaria,tolima,ibague,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2728,2728,fundacion universitaria del area andina,15518,especializacion en logistica empresarial,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2805,2805,universidad simon bolivar,107581,especializacion en logistica y negocios internacionales,administracion de empresas y derecho,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2805,2805,universidad simon bolivar,108846,especializacion en logistica y negocios internacionales,arte y humanidades,Especialización universitaria,norte de santander,san jose de cucuta,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2810,2810,corporacion universidad de la costa cuc,104632,especializacion en logistica integral,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2810,2810,corporacion universidad de la costa cuc,115994,especializacion en logistica integral,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2810,2810,corporacion universidad de la costa cuc,116469,logistica integral,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2812,2812,universidad ean,12948,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2828,2828,corporacion universitaria del huila corhuila,108064,especializacion en gerencia logistica y cadenas de suministro,administracion de empresas y derecho,Especialización universitaria,huila,neiva,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2902,2902,escuela de logistica,17837,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,tolima,ibague,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2902,2902,escuela de logistica,11541,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2902,2902,escuela de logistica,52428,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2906,2906,escuela de postgrados de la fac epfac,16879,especializacion en logistica aeronautica,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"3821,3821,corporacion universitaria politecnico costa atlantica,117439,especializacion en gerencia logistica y negocios internacionales,administracion de empresas y derecho,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
