CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,DepartamentoProgramaEAFIT,MunicipioProgramaEAFIT
1204,1204,universidad industrial de santander,105935,maestria en evaluacion y gerencia de proyectos,administracion de empresas y derecho,santander,bucaramanga,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1722,1722,universidad de manizales,106145,maestria en desarrollo sostenible y medio ambiente,ingenieria industria y construccion,huila,neiva,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1704,1704,universidad santo tomas,117269,maestria en gerencia de innovacion y competitividad,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,101398,maestria en gerencia de la innovacion empresarial,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1119,1119,universidad de los llanos,54947,maestria en gestion ambiental sostenible,ingenieria industria y construccion,meta,villavicencio,111160,maestria en sostenibilidad,Administración de Empresas y Derecho,1,,
1101,1101,universidad nacional de colombia,55129,doctorado en ciencias humanas y sociales,ciencias sociales periodismo e informacion,bogota d c,bogota d c,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1101,1102,universidad nacional de colombia,55130,doctorado en ciencias humanas y sociales,ciencias sociales periodismo e informacion,antioquia,medellin,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,110864,doctorado en ciencias sociales y humanas,ciencias sociales periodismo e informacion,santander,bucaramanga,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1701,1701,pontificia universidad javeriana,54104,doctorado en ciencias sociales y humanas,ciencias sociales periodismo e informacion,bogota d c,bogota d c,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1728,1728,universidad sergio arboleda,110086,doctorado en ciencias sociales y humanas,ciencias sociales periodismo e informacion,bogota d c,bogota d c,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1110,1110,universidad del cauca,105733,doctorado en ciencias humanas,arte y humanidades,cauca,popayan,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1203,1203,universidad del valle,20924,doctorado en humanidades,arte y humanidades,valle del cauca,santiago de cali,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1212,1212,universidad de pamplona,118102,doctorado en humanidades,arte y humanidades,norte de santander,pamplona,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1718,1718,universidad de san buenaventura,102394,doctorado en humanidades humanismo y persona,arte y humanidades,bogota d c,bogota d c,101312,doctorado en humanidades,"Ciencias Sociales, Periodismo e Información",1,,
1728,1728,universidad sergio arboleda,90640,maestria en administracion financiera,administracion de empresas y derecho,bogota d c,bogota d c,101545,maestria en administracion financiera,Administración de Empresas y Derecho,1,,
1111,1111,universidad tecnologica de pereira utp,276,maestria en administracion economica y financiera,administracion de empresas y derecho,risaralda,pereira,101545,maestria en administracion financiera,Administración de Empresas y Derecho,1,,
1111,1111,universidad tecnologica de pereira utp,53816,maestria en administracion economica y financiera,administracion de empresas y derecho,boyaca,tunja,101545,maestria en administracion financiera,Administración de Empresas y Derecho,1,,
2702,2702,fundacion universitaria de ciencias de la salud,105917,especializacion en gerencia de la salud,administracion de empresas y derecho,bogota d c,bogota d c,101586,especializacion en gerencias de institucines de la salud,Administración de Empresas y Derecho,1,,
1827,1827,universidad catolica de manizales,52098,especializacion en administracion de la salud,administracion de empresas y derecho,caldas,manizales,101586,especializacion en gerencias de institucines de la salud,Administración de Empresas y Derecho,1,,
2702,2702,fundacion universitaria de ciencias de la salud,108439,especializacion en gerencia en mercadeo de servicios de salud,ciencias sociales periodismo e informacion,bogota d c,bogota d c,101586,especializacion en gerencias de institucines de la salud,Administración de Empresas y Derecho,1,,
1106,1106,universidad pedagogica y tecnologica de colombia uptc,105123,especializacion en gerencia de empresas de salud,administracion de empresas y derecho,boyaca,tunja,101586,especializacion en gerencias de institucines de la salud,Administración de Empresas y Derecho,1,,
2832,2832,universidad de santander udes,8564,especializacion en gerencia de servicios de salud,administracion de empresas y derecho,santander,bucaramanga,101586,especializacion en gerencias de institucines de la salud,Administración de Empresas y Derecho,1,,
1101,1101,universidad nacional de colombia,106962,doctorado en ciencias astronomia,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
1101,1101,universidad nacional de colombia,55124,doctorado en geociencias,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
1115,1115,universidad de la amazonia,103171,doctorado en ciencias naturales y desarrollo sustentable,ciencias naturales matematicas y estadistica,caqueta,florencia,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
1117,1117,universidad militar nueva granada,105485,doctorado en ciencias aplicadas,ciencias naturales matematicas y estadistica,cundinamarca,cajica,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
1713,1713,universidad del norte,104470,doctorado en ciencias naturales,ciencias naturales matematicas y estadistica,atlantico,barranquilla,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
1826,1826,universidad antonio narino,101739,doctorado en ciencia aplicada,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
1204,1204,universidad industrial de santander,116302,doctorado en ciencias del sistema terrestre,ciencias naturales matematicas y estadistica,santander,bucaramanga,102140,doctorado en ciencias de la tierra,"Ciencias Naturales, Matemáticas y Estadística",1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,117020,maestria en gerencia de la innovacion en proyectos,administracion de empresas y derecho,narino,pasto,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1832,1832,universidad tecnologica de bolivar,103259,maestria en gerencia de proyectos,administracion de empresas y derecho,bolivar,cartagena de indias,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1718,1716,universidad de san buenaventura,105760,maestria en gerencia de proyectos,ingenieria industria y construccion,valle del cauca,santiago de cali,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,106639,maestria en gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1203,1203,universidad del valle,106925,maestria en gerencia de proyectos,administracion de empresas y derecho,valle del cauca,santiago de cali,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1734,1734,universidad de boyaca uniboyaca,106938,maestria en gerencia de proyectos,administracion de empresas y derecho,boyaca,tunja,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,107056,maestria en gerencia de proyectos,administracion de empresas y derecho,valle del cauca,palmira,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,110465,maestria en gerencia de la innovacion en proyectos,administracion de empresas y derecho,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,111227,maestria en gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,105934,maestria en evaluacion y gerencia de proyectos,administracion de empresas y derecho,santander,barrancabermeja,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,105932,maestria en evaluacion y gerencia de proyectos,administracion de empresas y derecho,norte de santander,san jose de cucuta,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2102,2102,universidad nacional abierta y a distancia unad,108000,maestria en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,116244,maestria en gerencia de proyectos,ingenieria industria y construccion,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,106735,maestria en gerencia de proyectos,ingenieria industria y construccion,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,108923,maestria en gerencia de proyectos,ingenieria industria y construccion,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,108849,maestria en evaluacion y contratacion de proyectos publicos,administracion de empresas y derecho,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2725,2725,politecnico grancolombiano,111342,maestria en gerencia de proyectos,ingenieria industria y construccion,bogota d c,bogota d c,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1828,1828,universidad icesi,105984,maestria en gerencia de proyectos,ingenieria industria y construccion,valle del cauca,santiago de cali,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1217,1217,universidad de sucre,117017,maestria en gerencia de proyectos,administracion de empresas y derecho,sucre,sincelejo,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1823,1823,universidad autonoma de bucaramanga unab,117982,maestria en gerencia de proyectos,ingenieria industria y construccion,santander,bucaramanga,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2810,2810,corporacion universidad de la costa cuc,116289,maestria en gerencia de proyectos,ingenieria industria y construccion,atlantico,barranquilla,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2810,2810,corporacion universidad de la costa cuc,116290,maestria en gerencia de proyectos,ingenieria industria y construccion,atlantico,barranquilla,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,107970,maestria en gerencia de proyectos,ingenieria industria y construccion,bolivar,cartagena de indias,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2744,2744,universidad cesmag unicesmag,118032,maestria en gerencia de proyectos,administracion de empresas y derecho,narino,pasto,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1734,1734,universidad de boyaca uniboyaca,118170,maestria en gerencia de proyectos,administracion de empresas y derecho,boyaca,tunja,102161,maestria en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2832,2832,universidad de santander udes,90903,maestria en gestion publica y gobierno,administracion de empresas y derecho,santander,bucaramanga,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
2832,2832,universidad de santander udes,106797,maestria en gestion publica y gobierno,administracion de empresas y derecho,cesar,valledupar,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1812,1812,universidad de medellin,53382,maestria en gobierno,administracion de empresas y derecho,antioquia,medellin,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1812,1812,universidad de medellin,111134,maestria en gobierno,administracion de empresas y derecho,antioquia,medellin,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
2102,2102,universidad nacional abierta y a distancia unad,109311,maestria en gobierno politicas publicas y desarrollo territorial,ciencias sociales periodismo e informacion,bogota d c,bogota d c,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1701,1701,pontificia universidad javeriana,105251,maestria en gobierno del territorio y gestion publica,administracion de empresas y derecho,bogota d c,bogota d c,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1706,1706,universidad externado de colombia,9285,maestria en gobierno y politicas publicas,administracion de empresas y derecho,bogota d c,bogota d c,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
2812,2812,universidad ean,116085,maestria en gobierno y gestion publica,administracion de empresas y derecho,bogota d c,bogota d c,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1828,1828,universidad icesi,116049,maestria en gobierno y politicas publicas,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1110,1110,universidad del cauca,105221,maestria en gobierno y politicas publicas,administracion de empresas y derecho,cauca,popayan,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1713,1713,universidad del norte,102588,maestria en ciencia politica y gobierno,ciencias sociales periodismo e informacion,atlantico,barranquilla,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
2832,2832,universidad de santander udes,106731,maestria en gestion publica y gobierno,administracion de empresas y derecho,norte de santander,san jose de cucuta,102382,maestria en gobierno y politicas publicas,"Ciencias Sociales, Periodismo e Información",1,,
1813,1813,universidad de los andes,107959,maestria en estudios sobre sustentabilidad,ciencias sociales periodismo e informacion,bogota d c,bogota d c,102437,especializacion en gestion sostenible de procesos industriales,"Ingeniería, Industria y Construcción",1,,
1119,1119,universidad de los llanos,54572,especializacion en administracion de negocios,administracion de empresas y derecho,meta,villavicencio,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1704,1705,universidad santo tomas,104337,especializaci n en gerencia de negocios internacionales,administracion de empresas y derecho,santander,bucaramanga,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1718,1716,universidad de san buenaventura,9373,especializacion en administracion de negocios,administracion de empresas y derecho,valle del cauca,santiago de cali,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1728,1728,universidad sergio arboleda,4926,especializacion en administracion de negocios,administracion de empresas y derecho,bogota d c,bogota d c,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1728,1733,universidad sergio arboleda,52472,especializacion de administracion de negocios,administracion de empresas y derecho,magdalena,santa marta,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,5120,especializacion en administracion de negocios,administracion de empresas y derecho,valle del cauca,santiago de cali,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1806,1810,universidad libre,52248,especializacion administracion de negocios internacionales,administracion de empresas y derecho,norte de santander,san jose de cucuta,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,7380,especializacion en administracion de negocios internacionales,administracion de empresas y derecho,valle del cauca,santiago de cali,102670,especializacion en gerencia de negocios internacionales,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,16983,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,90570,maestria en derecho,administracion de empresas y derecho,cordoba,monteria,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1718,1716,universidad de san buenaventura,105032,maestria en derecho,administracion de empresas y derecho,valle del cauca,santiago de cali,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1720,1720,universidad mariana,104536,maestria en derecho,administracion de empresas y derecho,narino,pasto,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1722,1722,universidad de manizales,53666,maestria en derecho,administracion de empresas y derecho,caldas,manizales,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,54757,maestria en derecho,administracion de empresas y derecho,valle del cauca,santiago de cali,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,110241,maestria en derecho,administracion de empresas y derecho,antioquia,medellin,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,53838,maestria en derecho,administracion de empresas y derecho,antioquia,medellin,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,101376,maestria en derecho,administracion de empresas y derecho,bolivar,cartagena de indias,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1813,1813,universidad de los andes,11491,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1823,1823,universidad autonoma de bucaramanga unab,108876,maestria en derecho,administracion de empresas y derecho,santander,bucaramanga,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1828,1828,universidad icesi,90919,maestria en derecho,administracion de empresas y derecho,valle del cauca,santiago de cali,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1832,1832,universidad tecnologica de bolivar,116207,maestria en derecho,administracion de empresas y derecho,bolivar,cartagena de indias,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
2102,2102,universidad nacional abierta y a distancia unad,117470,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
2719,2719,universidad catolica luis amigo,104834,maestria en derecho,administracion de empresas y derecho,antioquia,medellin,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1728,1728,universidad sergio arboleda,51856,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,90708,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1728,1733,universidad sergio arboleda,90874,maestria en derecho,administracion de empresas y derecho,magdalena,santa marta,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1713,1713,universidad del norte,52669,maestria en derecho,administracion de empresas y derecho,atlantico,barranquilla,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,102673,maestria en derecho,administracion de empresas y derecho,antioquia,medellin,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1801,1801,universidad la gran colombia,91072,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,104281,maestria en derecho,administracion de empresas y derecho,santander,bucaramanga,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1101,1101,universidad nacional de colombia,19910,maestria en derecho,administracion de empresas y derecho,bogota d c,bogota d c,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1206,1206,universidad de narino,116822,maestria en derecho,administracion de empresas y derecho,narino,pasto,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1205,1205,universidad de cartagena,103272,maestria en derecho,administracion de empresas y derecho,bolivar,cartagena de indias,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1704,1705,universidad santo tomas,101693,maestria en derecho,administracion de empresas y derecho,santander,bucaramanga,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,19932,maestria en derecho,administracion de empresas y derecho,antioquia,medellin,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
2823,2823,corporacion universitaria del caribe cecar,117678,maestria en derecho,administracion de empresas y derecho,sucre,sincelejo,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
2823,2823,corporacion universitaria del caribe cecar,117677,maestria en derecho,administracion de empresas y derecho,sucre,sincelejo,102673,maestria en derecho,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,1036,maestria en gestion ambiental,ingenieria industria y construccion,bogota d c,bogota d c,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1722,1722,universidad de manizales,20919,maestria en desarrollo sostenible y medio ambiente,ingenieria industria y construccion,caldas,manizales,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
3204,3204,tecnologico de antioquia,106409,maestria en gestion del riesgo y medio ambiente,ingenieria industria y construccion,antioquia,medellin,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1710,1710,universidad pontificia bolivariana,103308,maestria en urbanismo,ingenieria industria y construccion,antioquia,medellin,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1815,1815,corporacion universidad piloto de colombia,1600,maestria en gestion urbana,ingenieria industria y construccion,bogota d c,bogota d c,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1114,1114,universidad surcolombiana,102461,maestria en ingenieria y gestion ambiental,ingenieria industria y construccion,huila,neiva,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1704,1704,universidad santo tomas,116791,maestria en educacion sostenible y gestion ambiental territorial,educacion,bogota d c,bogota d c,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1815,1815,corporacion universidad piloto de colombia,54275,maestria en gestion urbana,ingenieria industria y construccion,bogota d c,bogota d c,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1815,1815,corporacion universidad piloto de colombia,117117,maestria en gestion urbana y territorial,ingenieria industria y construccion,bogota d c,bogota d c,102721,maestria en procesos urbanos y ambientales,"Ingeniería, Industria y Construcción",1,,
1101,1103,universidad nacional de colombia,51673,especializacion en direccion de produccion y operaciones,ingenieria industria y construccion,caldas,manizales,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1112,1112,universidad de caldas,315,especializacion en administracion y evaluacion de proyectos agropecuarios y agroindustriales,administracion de empresas y derecho,caldas,manizales,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
2840,2840,corporacion universitaria empresarial alexander von humboldt cue,117833,especializacion en gerencia estrategica de las operaciones,ingenieria industria y construccion,quindio,armenia,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1203,1203,universidad del valle,90516,especializacion en logistica,ingenieria industria y construccion,valle del cauca,guadalajara de buga,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1203,1203,universidad del valle,20521,especializacion en logistica,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1701,1702,pontificia universidad javeriana,107496,especializacion en logistica,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1701,1702,pontificia universidad javeriana,6576,especializacion en logistica integral,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1707,1707,fundacion universidad de bogota jorge tadeo lozano,11414,especializacion en logistica comercial nacional e internacional,administracion de empresas y derecho,caldas,manizales,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1805,1805,universidad santiago de cali,4845,especializacion en logistica del transporte internacional,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1806,1807,universidad libre,15320,especializacion en negocios internacionales con enfasis en logistica internacional,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1806,1807,universidad libre,6554,especializacion en negocios internacionales con enfasis en logistica internacional,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1828,1828,universidad icesi,10427,especializacion en gerencia de logistica,administracion de empresas y derecho,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1828,1828,universidad icesi,13714,especializacion en gerencia de produccion enf gestion empres para medio ambiente y logist empresari,administracion de empresas y derecho,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1828,1828,universidad icesi,2002,especializacion en gerencia de produccion enf gestion empres para medio ambiente y logist empresarial,administracion de empresas y derecho,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1805,1805,universidad santiago de cali,102934,especializacion en gerencia de operaciones,ingenieria industria y construccion,valle del cauca,santiago de cali,102965,especializacion en direccion de operaciones y logistica,"Ingeniería, Industria y Construcción",1,,
1208,1208,universidad del quindio,109198,especializacion en gerencia tributaria internacional,administracion de empresas y derecho,quindio,armenia,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1806,1809,universidad libre,10082,especializacion en gestion tributaria y aduanera,administracion de empresas y derecho,risaralda,pereira,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
2833,2833,corporacion universitaria remington,105475,especializacion en legislacion tributaria nacional e internacional,administracion de empresas y derecho,antioquia,medellin,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1106,1106,universidad pedagogica y tecnologica de colombia uptc,105685,especializacion en normas internacionales de informacion financiera niif,administracion de empresas y derecho,boyaca,tunja,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1106,1108,universidad pedagogica y tecnologica de colombia uptc,116903,especializacion en normas internacionales de auditoria y aseguramiento de la informacion,administracion de empresas y derecho,boyaca,sogamoso,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1114,1114,universidad surcolombiana,108210,especializacion en estandares internacionales de informacion financiera y de aseguramiento,administracion de empresas y derecho,huila,neiva,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1115,1115,universidad de la amazonia,109401,especializacion en normas internacionales de informacion financiera,ciencias naturales matematicas y estadistica,caqueta,florencia,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1722,1722,universidad de manizales,103056,especializacion en gestion de estandares internacionales de informacion financiera,administracion de empresas y derecho,caldas,manizales,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,104687,especializacion en normas internacionales de contabilidad y de aseguramiento de informacion financiera,administracion de empresas y derecho,antioquia,medellin,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
1814,1814,universidad autonoma latinoamericana unaula,104165,especializacion en normas internacionales de informacion financiera niif,administracion de empresas y derecho,antioquia,medellin,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
2720,2720,fundacion universitaria juan de castellanos,109703,especializacion en normas internacionales de auditoria control y aseguramiento de informacion,administracion de empresas y derecho,boyaca,tunja,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
2720,2720,fundacion universitaria juan de castellanos,105260,especializacion en normas internacionales de informacion contable y financiera,administracion de empresas y derecho,boyaca,tunja,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
2810,2810,corporacion universidad de la costa cuc,104361,especializacion en normas internacionales de informacion financiera niif,administracion de empresas y derecho,atlantico,barranquilla,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
2832,2832,universidad de santander udes,107578,especializacion en revisoria fiscal y auditoria internacional,administracion de empresas y derecho,norte de santander,san jose de cucuta,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
9900,9900,corporacion universitaria u de colombia,105021,especializacion en estandares internacionales niif nic,administracion de empresas y derecho,antioquia,medellin,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
9900,9900,corporacion universitaria u de colombia,116834,especializacion en estandares internacionales niif nic,administracion de empresas y derecho,antioquia,medellin,102966,especializacion en gestion tributaria internacional,Administración de Empresas y Derecho,1,,
