CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,DepartamentoProgramaEAFIT,MunicipioProgramaEAFIT
1806,1809,universidad libre,6713,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1808,universidad libre,6714,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1810,universidad libre,6716,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,norte de santander,san jose de cucuta,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1811,universidad libre,6717,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,santander,socorro,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1809,universidad libre,7575,especializacion en gerencia y control de riesgos,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1825,1825,universidad autonoma de manizales,9260,especializacion en control interno,administracion de empresas y derecho,caldas,manizales,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1809,universidad libre,12640,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1810,universidad libre,12678,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,norte de santander,san jose de cucuta,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1212,1212,universidad de pamplona,12759,especializacion en control interno e indicadores de gestion,administracion de empresas y derecho,norte de santander,pamplona,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1720,1720,universidad mariana,13023,especializacion en auditoria y control empresarial,administracion de empresas y derecho,narino,ipiales,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1808,universidad libre,13133,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1818,1817,universidad cooperativa de colombia,15037,especializacion en control interno organizacional y de gestion,administracion de empresas y derecho,santander,bucaramanga,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1806,1811,universidad libre,15057,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,santander,socorro,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1818,1818,universidad cooperativa de colombia,15119,especializacion en control interno y de gestion,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
2805,2805,universidad simon bolivar,15407,especializacion en gerencia y auditoria del servicio,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,51599,especializacion en control organizacional,administracion de empresas y derecho,caldas,manizales,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
2104,2104,escuela superior de administracion publica esap,51985,especializacion en supervision y control del sector financiero,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
2830,2830,corporacion universitaria iberoamericana,54179,especializacion en auditoria integral,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
2830,2830,corporacion universitaria iberoamericana,54234,especializacion en auditoria integral,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,101788,especializacion en control organizacional,administracion de empresas y derecho,antioquia,medellin,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,102857,especializacion en auditoria forense,administracion de empresas y derecho,boyaca,tunja,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,102931,especializacion en auditoria forense,administracion de empresas y derecho,bolivar,cartagena de indias,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,102959,especializacion en control gerencial corporativo,administracion de empresas y derecho,santander,bucaramanga,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,102960,especializacion en control gerencial corporativo,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
2827,2827,corporacion universitaria del meta unimeta,103286,especializacion en auditoria forense,administracion de empresas y derecho,meta,villavicencio,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,103786,especializacion en auditoria forense,administracion de empresas y derecho,meta,villavicencio,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1115,1115,universidad de la amazonia,105446,especializacion en control interno y aseguramiento,administracion de empresas y derecho,caqueta,florencia,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
3831,3831,corporacion universitaria comfacauca unicomfacauca,109313,especializacion en sistemas de informacion en gestion y control de costos organizacionales,administracion de empresas y derecho,cauca,popayan,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,8179,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,9527,especializacion en formulacion y evaluacion de proyectos publicos y privados,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2721,2721,fundacion universitaria maria cano,107738,especializacion en gerencia y evaluacion de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,103068,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,sabaneta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,102896,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,sabaneta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,111604,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,sabaneta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2732,2732,fundacion universitaria catolica del norte,116738,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,santa rosa de osos,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2747,2747,institucion universitaria vision de las americas,105005,especializacion en evaluacion y gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2747,2747,institucion universitaria vision de las americas,117119,especializacion en evaluacion y gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2813,2813,universidad eia,52239,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2841,corporacion universitaria minuto de dios uniminuto,118000,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,apartado,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3107,3107,institucion universitaria pascual bravo,103001,especializacion en gestion de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3107,3107,institucion universitaria pascual bravo,91081,especializacion en gestion de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3302,3302,instituto tecnologico metropolitano itm,55019,especializacion en formulacion y evaluacion de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3720,3720,fundacion universitaria esumer,53496,especializacion en gerencia de proyectos,administracion de empresas y derecho,antioquia,medellin,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,101716,especializacion en evaluacion y gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1711,1711,universidad de la sabana,109333,especializacion en gerencia de proyectos con enfoque en habilidades directivas,administracion de empresas y derecho,cundinamarca,chia,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1728,1728,universidad sergio arboleda,101879,especializacion en direccion y gestion de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1729,1729,universidad el bosque,10531,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1815,1815,corporacion universidad piloto de colombia,1599,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1815,1815,corporacion universidad piloto de colombia,104096,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1815,1822,corporacion universidad piloto de colombia,3264,especializacion en gerencia de proyectos,administracion de empresas y derecho,cundinamarca,girardot,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2102,2102,universidad nacional abierta y a distancia unad,52598,especializacion en gestion de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2104,2104,escuela superior de administracion publica esap,15794,especializacion en proyectos de desarrollo,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2104,2104,escuela superior de administracion publica esap,102618,especializacion en proyectos de desarrollo,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2811,2811,universidad escuela colombiana de ingenieria julio garavito,8501,especializacion en desarrollo y gerencia integral de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,116243,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,54013,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,106465,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,110236,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,90887,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2830,2830,corporacion universitaria iberoamericana,108968,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2848,2848,corporacion universitaria unitec,106294,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3713,3713,fundacion universitaria para el desarrollo humano uninpahu,111617,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
4721,4721,fundacion universitaria horizonte,109384,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
4813,4813,corporacion unificada nacional de educacion superior cun,117822,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
9904,9904,fundacion universitaria colombo germana,110594,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
9913,9913,corporacion universitaria de asturias,107401,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
9914,9914,eseit escuela superior de empresa ingenieria y tecnologia,117895,especializacion en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1106,1107,universidad pedagogica y tecnologica de colombia uptc,104909,especializacion en gestion estrategica de proyectos,administracion de empresas y derecho,boyaca,duitama,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1110,1110,universidad del cauca,3613,especializacion en gerencia de proyectos,administracion de empresas y derecho,cauca,popayan,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1110,1110,universidad del cauca,102109,especializacion en gerencia de proyectos,administracion de empresas y derecho,narino,pasto,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1119,1119,universidad de los llanos,105558,especializacion en gestion de proyectos,administracion de empresas y derecho,meta,villavicencio,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1120,1120,universidad popular del cesar,108353,especializacion en gestion de proyectos culturales,administracion de empresas y derecho,cesar,valledupar,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,2628,especializacion en evaluacion y gerencia de proyectos,administracion de empresas y derecho,santander,bucaramanga,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,102037,especializacion en evaluacion y gerencia de proyectos,administracion de empresas y derecho,norte de santander,san jose de cucuta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,91511,especializacion en evaluacion y gerencia de proyectos,administracion de empresas y derecho,santander,barrancabermeja,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1207,1207,universidad del tolima,15923,especializacion en gerencia de proyectos,administracion de empresas y derecho,tolima,ibague,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1213,1213,universidad del magdalena unimagdalena,106825,especializacion en formulacion y gestion integral de proyectos,administracion de empresas y derecho,magdalena,santa marta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1218,1218,universidad de la guajira,117824,especializacion en gerencia de proyectos,administracion de empresas y derecho,la guajira,riohacha,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1713,1713,universidad del norte,108067,especializacion en gerencia de proyectos,administracion de empresas y derecho,magdalena,santa marta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1710,1723,universidad pontificia bolivariana,105686,especializacion en gestion de proyectos,administracion de empresas y derecho,santander,bucaramanga,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1710,1727,universidad pontificia bolivariana,105368,especializacion en gerencia de proyectos,administracion de empresas y derecho,cordoba,monteria,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1728,1728,universidad sergio arboleda,107288,especializacion en direccion y gestion de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1734,1734,universidad de boyaca uniboyaca,20724,especializacion en gerencia de proyectos,administracion de empresas y derecho,boyaca,tunja,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1734,1734,universidad de boyaca uniboyaca,105447,especializacion en gerencia de proyectos,administracion de empresas y derecho,casanare,yopal,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,103488,especializacion en gestion de proyectos,administracion de empresas y derecho,bolivar,cartagena de indias,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1806,1808,universidad libre,103662,especializacion en gestion de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1832,1832,universidad tecnologica de bolivar,54011,especializacion en gerencia de proyectos,administracion de empresas y derecho,bolivar,cartagena de indias,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2741,2741,fundacion de estudios superiores monsenor abraham escudero montoya fundes,116579,especializacion en gerencia de proyectos,administracion de empresas y derecho,tolima,espinal,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2744,2744,universidad cesmag unicesmag,104875,especializacion en gerencia de proyectos,administracion de empresas y derecho,narino,pasto,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2805,2805,universidad simon bolivar,106186,especializacion en gerencia de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2810,2810,corporacion universidad de la costa cuc,103883,especializacion en gerencia de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,54881,especializacion en gerencia de proyectos,administracion de empresas y derecho,bolivar,cartagena de indias,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,118005,especializacion en gerencia de proyectos,administracion de empresas y derecho,meta,villavicencio,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,117485,especializacion en gerencia de proyectos,administracion de empresas y derecho,tolima,ibague,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,116354,especializacion en gerencia de proyectos,administracion de empresas y derecho,huila,pitalito,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,116355,especializacion en gerencia de proyectos,administracion de empresas y derecho,huila,neiva,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,116356,especializacion en gerencia de proyectos,administracion de empresas y derecho,caqueta,florencia,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,118053,especializacion en gerencia de proyectos,administracion de empresas y derecho,santander,bucaramanga,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,118031,especializacion en gerencia de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2832,2832,universidad de santander udes,103758,especializacion en administracion de proyectos,administracion de empresas y derecho,norte de santander,san jose de cucuta,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2832,2832,universidad de santander udes,116160,especializacion en gestion de proyectos estatales,administracion de empresas y derecho,santander,bucaramanga,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2847,2847,universidad de investigacion y desarrollo udi,101399,especializacion en gerencia integral de proyectos,administracion de empresas y derecho,santander,barrancabermeja,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2849,2849,corporacion universitaria autonoma del cauca,103738,especializacion en proyectos de desarrollo,administracion de empresas y derecho,cauca,popayan,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
2849,2849,corporacion universitaria autonoma del cauca,111025,especializacion en proyectos de desarrollo,administracion de empresas y derecho,cauca,popayan,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3705,3705,fundacion universitaria tecnologico comfenalco cartagena,90947,especializacion en gerencia de proyectos,administracion de empresas y derecho,bolivar,cartagena de indias,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3710,3710,fundacion universitaria antonio de arevalo unitecnar,116298,especializacion en gerencia de proyectos,administracion de empresas y derecho,bolivar,cartagena de indias,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3821,3821,corporacion universitaria politecnico costa atlantica,116423,especializacion en gerencia de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
3821,3821,corporacion universitaria politecnico costa atlantica,116424,especializacion en gerencia de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
5801,5801,corporacion escuela tecnologica del oriente,103745,especializacion en gerencia de proyectos,administracion de empresas y derecho,santander,bucaramanga,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
9119,9119,corporacion universitaria americana,111265,especializacion en gerencia de proyectos,administracion de empresas y derecho,atlantico,barranquilla,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,11509,especializacion en evaluacion y desarrollo de proyectos,ciencias sociales periodismo e informacion,bolivar,cartagena de indias,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1735,9122,universidad manuela beltran umb,105902,especializacion en gerencia de proyectos,administracion de empresas y derecho,santander,bucaramanga,3806,especializacion en gerencia de proyectos,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,10224,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,13705,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1726,1726,universidad catolica de oriente uco,109463,especializacion en gerencia estrategica de mercadeo,administracion de empresas y derecho,antioquia,rionegro,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,106282,especializacion en mercadeo gerencial,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,4980,especializacion en mercadeo gerencial,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1814,1814,universidad autonoma latinoamericana unaula,105557,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2719,2719,universidad catolica luis amigo,111249,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2719,2719,universidad catolica luis amigo,54393,especializacion en mercadeo estrategico,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2721,2721,fundacion universitaria maria cano,117758,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2721,2721,fundacion universitaria maria cano,117757,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2721,2721,fundacion universitaria maria cano,107271,especializacion en gerencia de mercadeo relacional,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,5311,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,sabaneta,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,54346,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,sabaneta,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2732,2732,fundacion universitaria catolica del norte,117223,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,santa rosa de osos,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2747,2747,institucion universitaria vision de las americas,105004,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2749,2749,institucion universitaria salazar y herrera,102208,especializacion en gerencia de mercadeo estrategico,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
3703,3703,institucion universitaria escolme,105552,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
3720,3720,fundacion universitaria esumer,103746,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1726,1726,universidad catolica de oriente uco,101853,especializacion en mercadeo,administracion de empresas y derecho,antioquia,rionegro,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1813,1813,universidad de los andes,51632,especializacion en mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
3812,3812,institucion universitaria marco fidel suarez iumafis,109000,especializacion en mercadeo,administracion de empresas y derecho,antioquia,bello,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
9119,9119,corporacion universitaria americana,103683,especializacion en gerencia de mercadeo,administracion de empresas y derecho,antioquia,medellin,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,102282,especializacion en gerencia de mercadeo y logistica,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,3175,especializacion en direccion estrategica de mercadeo y estrategias digitales comerciales,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1707,1707,fundacion universidad de bogota jorge tadeo lozano,2822,especializacion en gerencia de mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1803,1803,universidad de la salle,19494,especializacion en gerencia de mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,8606,especializacion en gerencia de mercadeo y estrategia de ventas,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
1815,1815,corporacion universidad piloto de colombia,3454,especializacion en gerencia de mercadeo estrategico,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2102,2102,universidad nacional abierta y a distancia unad,8589,especializacion en gerencia estrategica de mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2704,2704,colegio de estudios superiores de administracion cesa,3899,especializacion en mercadeo estrategico,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2725,2725,politecnico grancolombiano,3207,especializacion en gerencia de mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2725,2725,politecnico grancolombiano,54768,especializacion en gerencia de mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,90497,especializacion en gerencia comercial y mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,52431,especializacion mercadeo,Administración de Empresas y Derecho,1,,
