CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT,Unnamed: 14,Puntuación total calulada,Nivel de afinidad calculada,SIMILITUD_COSENO,NIVEL_AFINIDAD_CALIBRADO
4702.0,4702.0,fundacion de educacion superior san jose fessanjose,102215,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
4822.0,4822.0,corporacion escuela de artes y letras,102219,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1207.0,1207.0,universidad del tolima,10228,ingenieria de sistemas,ingenieria industria y construccion,tolima,ibague,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,1.0000001,ALTO
1704.0,1704.0,universidad santo tomas,102281,negocios internacionales,administracion de empresas y derecho,antioquia,medellin,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.9999999,ALTO
1217.0,1217.0,universidad de sucre,102287,contaduria publica,administracion de empresas y derecho,sucre,sincelejo,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0,ALTO
2749.0,2749.0,institucion universitaria salazar y herrera,102289,comunicacion organizacional,ciencias sociales periodismo e informacion,antioquia,medellin,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.71435225,BAJO
1118.0,1118.0,universidad tecnologica del choco diego luis cordoba,102290,biologia,ciencias naturales matematicas y estadistica,choco,quibdo,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,1,bajo,1.0,ALTO
1704.0,1705.0,universidad santo tomas,102293,administracion de empresas,administracion de empresas y derecho,santander,bucaramanga,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2847.0,2847.0,universidad de investigacion y desarrollo udi,102300,derecho,administracion de empresas y derecho,santander,bucaramanga,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
3817.0,3817.0,corporacion universitaria autonoma de narino aunar,102322,contaduria publica,administracion de empresas y derecho,narino,pasto,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0,ALTO
1735.0,1735.0,universidad manuela beltran umb,102324,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.9486653,ALTO
1701.0,1702.0,pontificia universidad javeriana,10233,economia,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"4,2",alto,0.99999994,ALTO
2849.0,2849.0,corporacion universitaria autonoma del cauca,102377,ingenieria de sistemas informaticos,ingenieria industria y construccion,cauca,popayan,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,0.8779584,ALTO
2728.0,2728.0,fundacion universitaria del area andina,102388,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
3703.0,3703.0,institucion universitaria escolme,102391,negocios internacionales,administracion de empresas y derecho,antioquia,medellin,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
4101.0,4101.0,instituto de educacion tecnica profesional de roldanillo,102392,contaduria publica,administracion de empresas y derecho,valle del cauca,el dovio,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0,ALTO
4101.0,4101.0,instituto de educacion tecnica profesional de roldanillo,102396,contaduria publica,administracion de empresas y derecho,valle del cauca,santiago de cali,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0,ALTO
1728.0,1728.0,universidad sergio arboleda,102406,finanzas internacionales,administracion de empresas y derecho,bogota d c,bogota d c,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.7948321,ALTO
2836.0,2836.0,corporacion universitaria empresarial de salamanca,10241,administracion de empresas,administracion de empresas y derecho,magdalena,cienaga,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2836.0,2836.0,corporacion universitaria empresarial de salamanca,10242,administracion de empresas,administracion de empresas y derecho,magdalena,cienaga,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2810.0,2810.0,corporacion universidad de la costa cuc,102433,derecho,administracion de empresas y derecho,meta,villavicencio,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1816.0,1816.0,universidad cooperativa de colombia,102434,derecho,administracion de empresas y derecho,antioquia,apartado,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
2850.0,2850.0,corporacion universitaria antonio jose de sucre corposucre,102441,administracion de empresas,administracion de empresas y derecho,bolivar,cartagena de indias,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
9107.0,9107.0,escuela de ingenieros militares,10246,ingenieria civil,ingenieria industria y construccion,bogota d c,bogota d c,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000002,ALTO
2725.0,2725.0,politecnico grancolombiano,102464,derecho,administracion de empresas y derecho,antioquia,medellin,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
9131.0,9131.0,fundacion universitaria cervantes san agustin unicervantes,102468,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1110.0,1110.0,universidad del cauca,102471,ingenieria civil,ingenieria industria y construccion,cauca,santander de quilichao,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"3,4",medio,1.0000002,ALTO
2207.0,2207.0,instituto universitario de la paz,102479,ingenieria de produccion,ingenieria industria y construccion,bolivar,simiti,1249,ingenieria de produccion,ingenieria industria y construccion,1,antioquia,medellin,,1,bajo,1.0,ALTO
1709.0,1709.0,universidad central,102509,biologia,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"2,8",medio,1.0,ALTO
9131.0,9131.0,fundacion universitaria cervantes san agustin unicervantes,102510,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
9131.0,9131.0,fundacion universitaria cervantes san agustin unicervantes,102511,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
2745.0,2745.0,fundacion universitaria compensar,102514,profesional en finanzas y negocios internacionales,administracion de empresas y derecho,bolivar,cartagena de indias,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.60875976,MUY BAJO
3718.0,3718.0,fundacion de estudios superiores comfanorte f e s c,102515,administracion financiera,administracion de empresas y derecho,norte de santander,ocana,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.81620526,ALTO
3718.0,3718.0,fundacion de estudios superiores comfanorte f e s c,102518,administracion de negocios internacionales,administracion de empresas y derecho,norte de santander,ocana,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9148377,ALTO
3817.0,3817.0,corporacion universitaria autonoma de narino aunar,102519,administracion de empresas,administracion de empresas y derecho,narino,pasto,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2719.0,2719.0,universidad catolica luis amigo,10252,contaduria publica,administracion de empresas y derecho,antioquia,medellin,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
2719.0,2719.0,universidad catolica luis amigo,102540,psicologia,ciencias sociales periodismo e informacion,antioquia,medellin,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1114.0,1114.0,universidad surcolombiana,102560,derecho,administracion de empresas y derecho,huila,garzon,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,4",bajo,0.99999994,ALTO
3117.0,3117.0,institucion universitaria de barranquilla iub,102572,administracion de negocios internacionales,administracion de empresas y derecho,atlantico,barranquilla,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,1,bajo,0.9148377,ALTO
3117.0,3117.0,institucion universitaria de barranquilla iub,102577,ingenieria en procesos industriales,ingenieria industria y construccion,atlantico,soledad,2923,ingenieria de procesos,ingenieria industria y construccion,1,antioquia,medellin,,5,alto,0.8152675,ALTO
9116.0,9116.0,fundacion universitaria claretiana uniclaretiana,102578,ingenieria de sistemas,ingenieria industria y construccion,choco,quibdo,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000001,ALTO
2805.0,2805.0,universidad simon bolivar,102598,comercio y negocios internacionales,ciencias sociales periodismo e informacion,norte de santander,san jose de cucuta,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.8657187,ALTO
2728.0,2728.0,fundacion universitaria del area andina,102607,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.9999999,ALTO
2725.0,2725.0,politecnico grancolombiano,102630,negocios internacionales,administracion de empresas y derecho,antioquia,medellin,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
9900.0,9900.0,corporacion universitaria u de colombia,102635,administracion financiera,administracion de empresas y derecho,antioquia,medellin,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.81620526,ALTO
1729.0,1729.0,universidad el bosque,102650,ciencia politica,ciencias sociales periodismo e informacion,bogota d c,bogota d c,19032,ciencias politicas,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.9925115,ALTO
1114.0,1114.0,universidad surcolombiana,102656,derecho,administracion de empresas y derecho,huila,pitalito,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,4",bajo,0.99999994,ALTO
1114.0,1114.0,universidad surcolombiana,102661,contaduria publica,administracion de empresas y derecho,huila,pitalito,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1114.0,1114.0,universidad surcolombiana,102662,administracion de empresas,administracion de empresas y derecho,huila,garzon,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,1,bajo,0.9486653,ALTO
1114.0,1114.0,universidad surcolombiana,102663,contaduria publica,administracion de empresas y derecho,huila,la plata,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
2847.0,2847.0,universidad de investigacion y desarrollo udi,102664,administracion de empresas,administracion de empresas y derecho,santander,san gil,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2745.0,2745.0,fundacion universitaria compensar,102666,contaduria publica,administracion de empresas y derecho,meta,villavicencio,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1112.0,1112.0,universidad de caldas,102682,administracion financiera,administracion de empresas y derecho,caldas,manizales,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"1,4",bajo,0.81620526,ALTO
1112.0,1112.0,universidad de caldas,102683,administracion financiera,administracion de empresas y derecho,risaralda,pereira,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.81620526,ALTO
2847.0,2847.0,universidad de investigacion y desarrollo udi,102728,contaduria publica,administracion de empresas y derecho,santander,san gil,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
9913.0,9913.0,corporacion universitaria de asturias,102729,negocios internacionales,administracion de empresas y derecho,bogota d c,bogota d c,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
2725.0,2725.0,politecnico grancolombiano,102743,ingenieria de sistemas,ingenieria industria y construccion,antioquia,medellin,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1202.0,1202.0,universidad del atlantico,102761,musica,arte y humanidades,atlantico,barranquilla,4959,musica,arte y humanidades,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
1201.0,1201.0,universidad de antioquia,102814,ingenieria agropecuaria,agropecuario silvicultura pesca y veterinaria,antioquia,sonson,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,2,bajo,0.92193437,ALTO
1712.0,1712.0,universidad eafit,102816,finanzas,administracion de empresas y derecho,antioquia,medellin,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"4,8",alto,1.0,ALTO
2830.0,2830.0,corporacion universitaria iberoamericana,102818,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1729.0,1729.0,universidad el bosque,102827,negocios internacionales,administracion de empresas y derecho,bogota d c,bogota d c,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,4,alto,0.9999999,ALTO
1801.0,1802.0,universidad la gran colombia,102839,ingenieria geografica y ambiental,ingenieria industria y construccion,quindio,armenia,109454,diseno urbano y gestion del habitat,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,0.6369523,BAJO
3201.0,3201.0,unidades tecnologicas de santander,102842,contaduria publica,administracion de empresas y derecho,norte de santander,san jose de cucuta,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
4702.0,4702.0,fundacion de educacion superior san jose fessanjose,102846,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
